Participant ID,time,watched_title,clean_title,watch_action_prefix,watch_action_language_hint,url,video_id,channel_title,channel_url,channel_id
Carmen,2019-02-20 11:03:30.123000+00:00,Watched Demo video 177,Demo video 177,Watched,English,https://www.youtube.com/watch?v=VID00000177,VID00000177,Demo channel 061,https://www.youtube.com/channel/UCDEMOCHANNEL00000061,UCDEMOCHANNEL00000061
Carmen,2018-10-31 14:07:11.811000+00:00,Watched Demo video 240,Demo video 240,Watched,English,https://www.youtube.com/watch?v=VID00000240,VID00000240,Demo channel 026,https://www.youtube.com/channel/UCDEMOCHANNEL00000026,UCDEMOCHANNEL00000026
Carmen,2018-10-06 15:04:45.213000+00:00,Watched Demo video 149,Demo video 149,Watched,English,https://www.youtube.com/watch?v=VID00000149,VID00000149,Demo channel 176,https://www.youtube.com/channel/UCDEMOCHANNEL00000176,UCDEMOCHANNEL00000176
Carmen,2018-02-25 19:14:20.258000+00:00,Watched Demo video 041,Demo video 041,Watched,English,https://www.youtube.com/watch?v=VID00000041,VID00000041,,,
Carmen,2018-01-16 17:44:33.304000+00:00,Watched Demo video 029,Demo video 029,Watched,English,https://www.youtube.com/watch?v=VID00000029,VID00000029,,,
Carmen,2017-10-02 04:47:51.446000+00:00,Watched Demo video 046,Demo video 046,Watched,English,https://www.youtube.com/watch?v=VID00000046,VID00000046,Demo channel 135,https://www.youtube.com/channel/UCDEMOCHANNEL00000135,UCDEMOCHANNEL00000135
Carmen,2017-05-01 22:43:12.535000+00:00,Watched Demo video 139,Demo video 139,Watched,English,https://www.youtube.com/watch?v=VID00000139,VID00000139,Demo channel 147,https://www.youtube.com/channel/UCDEMOCHANNEL00000147,UCDEMOCHANNEL00000147
Carmen,2016-07-26 12:02:16.747000+00:00,Watched Demo video 224,Demo video 224,Watched,English,https://www.youtube.com/watch?v=VID00000224,VID00000224,Demo channel 034,https://www.youtube.com/channel/UCDEMOCHANNEL00000034,UCDEMOCHANNEL00000034
Carmen,2016-02-21 14:11:20.898000+00:00,Watched Demo video 075,Demo video 075,Watched,English,https://www.youtube.com/watch?v=VID00000075,VID00000075,Demo channel 130,https://www.youtube.com/channel/UCDEMOCHANNEL00000130,UCDEMOCHANNEL00000130
Carmen,2016-01-15 10:39:10.682000+00:00,Watched Demo video 221,Demo video 221,Watched,English,https://www.youtube.com/watch?v=VID00000221,VID00000221,Demo channel 089,https://www.youtube.com/channel/UCDEMOCHANNEL00000089,UCDEMOCHANNEL00000089
Carmen,2015-12-04 11:49:21.309000+00:00,Watched Demo video 101,Demo video 101,Watched,English,https://www.youtube.com/watch?v=VID00000101,VID00000101,Demo channel 085,https://www.youtube.com/channel/UCDEMOCHANNEL00000085,UCDEMOCHANNEL00000085
Carmen,2015-11-10 10:22:50.496000+00:00,Watched Demo video 194,Demo video 194,Watched,English,https://www.youtube.com/watch?v=VID00000194,VID00000194,Demo channel 100,https://www.youtube.com/channel/UCDEMOCHANNEL00000100,UCDEMOCHANNEL00000100
Carmen,2015-09-06 02:12:35.723000+00:00,Watched Demo video 223,Demo video 223,Watched,English,https://www.youtube.com/watch?v=VID00000223,VID00000223,Demo channel 005,https://www.youtube.com/channel/UCDEMOCHANNEL00000005,UCDEMOCHANNEL00000005
Carmen,2015-08-27 11:31:37.539000+00:00,Watched Demo video 093,Demo video 093,Watched,English,https://www.youtube.com/watch?v=VID00000093,VID00000093,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104
Carmen,2015-08-27 10:50:21.741000+00:00,Watched Demo video 147,Demo video 147,Watched,English,https://www.youtube.com/watch?v=VID00000147,VID00000147,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Carmen,2015-08-26 02:01:39.168000+00:00,Watched Demo video 099,Demo video 099,Watched,English,https://www.youtube.com/watch?v=VID00000099,VID00000099,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104
Carmen,2015-08-22 23:09:02.583000+00:00,Watched Demo video 260,Demo video 260,Watched,English,https://www.youtube.com/watch?v=VID00000260,VID00000260,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Carmen,2015-08-19 23:45:15.491000+00:00,Watched Demo video 060,Demo video 060,Watched,English,https://www.youtube.com/watch?v=VID00000060,VID00000060,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Carmen,2015-08-19 13:26:43.795000+00:00,Watched Demo video 167,Demo video 167,Watched,English,https://www.youtube.com/watch?v=VID00000167,VID00000167,Demo channel 130,https://www.youtube.com/channel/UCDEMOCHANNEL00000130,UCDEMOCHANNEL00000130
Carmen,2015-08-15 19:20:57.988000+00:00,Watched Demo video 102,Demo video 102,Watched,English,https://www.youtube.com/watch?v=VID00000102,VID00000102,Demo channel 052,https://www.youtube.com/channel/UCDEMOCHANNEL00000052,UCDEMOCHANNEL00000052
Carmen,2015-08-14 22:44:02.298000+00:00,Watched Demo video 148,Demo video 148,Watched,English,https://www.youtube.com/watch?v=VID00000148,VID00000148,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017
Carmen,2015-08-11 12:08:24.190000+00:00,Watched Demo video 067,Demo video 067,Watched,English,https://www.youtube.com/watch?v=VID00000067,VID00000067,Demo channel 054,https://www.youtube.com/channel/UCDEMOCHANNEL00000054,UCDEMOCHANNEL00000054
Carmen,2015-08-11 10:32:36.594000+00:00,Watched Demo video 252,Demo video 252,Watched,English,https://www.youtube.com/watch?v=VID00000252,VID00000252,Demo channel 062,https://www.youtube.com/channel/UCDEMOCHANNEL00000062,UCDEMOCHANNEL00000062
Carmen,2015-08-08 14:28:40.073000+00:00,Watched Demo video 102,Demo video 102,Watched,English,https://www.youtube.com/watch?v=VID00000102,VID00000102,Demo channel 052,https://www.youtube.com/channel/UCDEMOCHANNEL00000052,UCDEMOCHANNEL00000052
Carmen,2015-08-07 15:10:43.920000+00:00,Watched Demo video 050,Demo video 050,Watched,English,https://www.youtube.com/watch?v=VID00000050,VID00000050,Demo channel 038,https://www.youtube.com/channel/UCDEMOCHANNEL00000038,UCDEMOCHANNEL00000038
Carmen,2015-08-06 16:39:40.340000+00:00,Watched Demo video 024,Demo video 024,Watched,English,https://www.youtube.com/watch?v=VID00000024,VID00000024,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Carmen,2015-08-04 15:04:55.626000+00:00,Watched Demo video 190,Demo video 190,Watched,English,https://www.youtube.com/watch?v=VID00000190,VID00000190,Demo channel 128,https://www.youtube.com/channel/UCDEMOCHANNEL00000128,UCDEMOCHANNEL00000128
Carmen,2015-07-20 21:36:29.863000+00:00,Watched Demo video 255,Demo video 255,Watched,English,https://www.youtube.com/watch?v=VID00000255,VID00000255,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112
Carmen,2015-07-17 12:14:24.332000+00:00,Watched Demo video 241,Demo video 241,Watched,English,https://www.youtube.com/watch?v=VID00000241,VID00000241,Demo channel 101,https://www.youtube.com/channel/UCDEMOCHANNEL00000101,UCDEMOCHANNEL00000101
Carmen,2015-07-15 14:40:33.794000+00:00,Watched Demo video 283,Demo video 283,Watched,English,https://www.youtube.com/watch?v=VID00000283,VID00000283,Demo channel 153,https://www.youtube.com/channel/UCDEMOCHANNEL00000153,UCDEMOCHANNEL00000153
Carmen,2015-07-08 13:44:51.025000+00:00,Watched Demo video 265,Demo video 265,Watched,English,https://www.youtube.com/watch?v=VID00000265,VID00000265,Demo channel 114,https://www.youtube.com/channel/UCDEMOCHANNEL00000114,UCDEMOCHANNEL00000114
Carmen,2015-07-06 01:03:06.638000+00:00,Watched Demo video 161,Demo video 161,Watched,English,https://www.youtube.com/watch?v=VID00000161,VID00000161,,,
Carmen,2015-06-27 00:04:22.477000+00:00,Watched Demo video 105,Demo video 105,Watched,English,https://www.youtube.com/watch?v=VID00000105,VID00000105,Demo channel 170,https://www.youtube.com/channel/UCDEMOCHANNEL00000170,UCDEMOCHANNEL00000170
Carmen,2015-06-09 17:51:51.847000+00:00,Watched Demo video 086,Demo video 086,Watched,English,https://www.youtube.com/watch?v=VID00000086,VID00000086,,,
Carmen,2015-06-09 16:52:37.566000+00:00,Watched Demo video 115,Demo video 115,Watched,English,https://www.youtube.com/watch?v=VID00000115,VID00000115,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Carmen,2015-06-04 22:54:08.614000+00:00,Watched Demo video 256,Demo video 256,Watched,English,https://www.youtube.com/watch?v=VID00000256,VID00000256,Demo channel 059,https://www.youtube.com/channel/UCDEMOCHANNEL00000059,UCDEMOCHANNEL00000059
Carmen,2015-06-04 20:22:17.079000+00:00,Watched Demo video 228,Demo video 228,Watched,English,https://www.youtube.com/watch?v=VID00000228,VID00000228,Demo channel 077,https://www.youtube.com/channel/UCDEMOCHANNEL00000077,UCDEMOCHANNEL00000077
Carmen,2015-05-28 17:28:18.375000+00:00,Watched Demo video 304,Demo video 304,Watched,English,https://www.youtube.com/watch?v=VID00000304,VID00000304,Demo channel 032,https://www.youtube.com/channel/UCDEMOCHANNEL00000032,UCDEMOCHANNEL00000032
Carmen,2015-05-10 18:40:57.123000+00:00,Watched Demo video 106,Demo video 106,Watched,English,https://www.youtube.com/watch?v=VID00000106,VID00000106,Demo channel 173,https://www.youtube.com/channel/UCDEMOCHANNEL00000173,UCDEMOCHANNEL00000173
Carmen,2015-05-09 12:03:11.792000+00:00,Watched Demo video 229,Demo video 229,Watched,English,https://www.youtube.com/watch?v=VID00000229,VID00000229,Demo channel 156,https://www.youtube.com/channel/UCDEMOCHANNEL00000156,UCDEMOCHANNEL00000156
Carmen,2015-04-21 23:02:47.723000+00:00,Watched Demo video 291,Demo video 291,Watched,English,https://www.youtube.com/watch?v=VID00000291,VID00000291,Demo channel 158,https://www.youtube.com/channel/UCDEMOCHANNEL00000158,UCDEMOCHANNEL00000158
Carmen,2015-04-21 18:07:13.208000+00:00,Watched Demo video 143,Demo video 143,Watched,English,https://www.youtube.com/watch?v=VID00000143,VID00000143,Demo channel 031,https://www.youtube.com/channel/UCDEMOCHANNEL00000031,UCDEMOCHANNEL00000031
Carmen,2015-04-12 19:19:46.701000+00:00,Watched Demo video 229,Demo video 229,Watched,English,https://www.youtube.com/watch?v=VID00000229,VID00000229,Demo channel 156,https://www.youtube.com/channel/UCDEMOCHANNEL00000156,UCDEMOCHANNEL00000156
Carmen,2015-04-07 09:06:00.632000+00:00,Watched Demo video 164,Demo video 164,Watched,English,https://www.youtube.com/watch?v=VID00000164,VID00000164,Demo channel 021,https://www.youtube.com/channel/UCDEMOCHANNEL00000021,UCDEMOCHANNEL00000021
