id,title,channel_id,channel,uploader,duration,view_count,like_count,comment_count,channel_follower_count,upload_date,timestamp,webpage_url,categories,tags,language,resolution,width,height,fps,aspect_ratio,available_manual_subtitle_languages,available_auto_caption_languages,downloaded_subtitle_languages,downloaded_subtitle_file_count,metadata_status,error
VID00000260,Demo video 260,UCDEMOCHANNEL00000011,Demo channel 011,Demo channel 011,958,265076,3688,647,22614,20200802,1596326400,https://www.youtube.com/watch?v=VID00000260,"[""Demo category""]","[""demo tag 214""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000261,Demo video 261,UCDEMOCHANNEL00000030,Demo channel 030,Demo channel 030,995,266310,3705,650,22715,20200803,1596412800,https://www.youtube.com/watch?v=VID00000261,"[""Demo category""]","[""demo tag 215""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000262,Demo video 262,UCDEMOCHANNEL00000011,Demo channel 011,Demo channel 011,1032,267544,3722,653,22816,20200804,1596499200,https://www.youtube.com/watch?v=VID00000262,"[""Demo category""]","[""demo tag 216""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000263,Demo video 263,UCDEMOCHANNEL00000115,Demo channel 115,Demo channel 115,1069,268778,3739,656,22917,20200805,1596585600,https://www.youtube.com/watch?v=VID00000263,"[""Demo category""]","[""demo tag 217""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000264,Demo video 264,UCDEMOCHANNEL00000105,Demo channel 105,Demo channel 105,1106,270012,3756,659,23018,20200806,1596672000,https://www.youtube.com/watch?v=VID00000264,"[""Demo category""]","[""demo tag 218""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000265,Demo video 265,UCDEMOCHANNEL00000114,Demo channel 114,Demo channel 114,1143,271246,3773,662,23119,20200807,1596758400,https://www.youtube.com/watch?v=VID00000265,"[""Demo category""]","[""demo tag 219""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000267,Demo video 267,UCDEMOCHANNEL00000070,Demo channel 070,Demo channel 070,1180,272480,3790,665,23220,20200808,1596844800,https://www.youtube.com/watch?v=VID00000267,"[""Demo category""]","[""demo tag 220""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000270,Demo video 270,UCDEMOCHANNEL00000162,Demo channel 162,Demo channel 162,1217,273714,3807,668,23321,20200809,1596931200,https://www.youtube.com/watch?v=VID00000270,"[""Demo category""]","[""demo tag 221""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000271,Demo video 271,UCDEMOCHANNEL00000129,Demo channel 129,Demo channel 129,1254,274948,3824,671,23422,20200810,1597017600,https://www.youtube.com/watch?v=VID00000271,"[""Demo category""]","[""demo tag 222""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000272,Demo video 272,UCDEMOCHANNEL00000078,Demo channel 078,Demo channel 078,1291,276182,3841,674,23523,20200811,1597104000,https://www.youtube.com/watch?v=VID00000272,"[""Demo category""]","[""demo tag 223""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000274,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests
VID00000276,Demo video 276,UCDEMOCHANNEL00000076,Demo channel 076,Demo channel 076,1365,278650,3875,680,23725,20200813,1597276800,https://www.youtube.com/watch?v=VID00000276,"[""Demo category""]","[""demo tag 225""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000277,Demo video 277,UCDEMOCHANNEL00000014,Demo channel 014,Demo channel 014,1402,279884,3892,683,23826,20200814,1597363200,https://www.youtube.com/watch?v=VID00000277,"[""Demo category""]","[""demo tag 226""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000278,Demo video 278,UCDEMOCHANNEL00000044,Demo channel 044,Demo channel 044,1439,281118,3909,686,23927,20200815,1597449600,https://www.youtube.com/watch?v=VID00000278,"[""Demo category""]","[""demo tag 227""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000279,Demo video 279,UCDEMOCHANNEL00000111,Demo channel 111,Demo channel 111,1476,282352,3926,689,24028,20200816,1597536000,https://www.youtube.com/watch?v=VID00000279,"[""Demo category""]","[""demo tag 228""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000282,Demo video 282,UCDEMOCHANNEL00000168,Demo channel 168,Demo channel 168,1513,283586,3943,692,24129,20200817,1597622400,https://www.youtube.com/watch?v=VID00000282,"[""Demo category""]","[""demo tag 229""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000283,Demo video 283,UCDEMOCHANNEL00000153,Demo channel 153,Demo channel 153,1550,284820,3960,695,24230,20200818,1597708800,https://www.youtube.com/watch?v=VID00000283,"[""Demo category""]","[""demo tag 230""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000284,Demo video 284,UCDEMOCHANNEL00000159,Demo channel 159,Demo channel 159,141,286054,3977,698,24331,20200819,1597795200,https://www.youtube.com/watch?v=VID00000284,"[""Demo category""]","[""demo tag 231""]",en,1080x1920,1080,1920,30,0.56,en,en,en,1,ok,
VID00000285,Demo video 285,UCDEMOCHANNEL00000144,Demo channel 144,Demo channel 144,1624,287288,3994,701,24432,20200820,1597881600,https://www.youtube.com/watch?v=VID00000285,"[""Demo category""]","[""demo tag 232""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000286,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests
VID00000287,Demo video 287,UCDEMOCHANNEL00000078,Demo channel 078,Demo channel 078,1698,289756,4028,707,24634,20200822,1598054400,https://www.youtube.com/watch?v=VID00000287,"[""Demo category""]","[""demo tag 234""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000288,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests
VID00000289,Demo video 289,UCDEMOCHANNEL00000124,Demo channel 124,Demo channel 124,1772,292224,4062,713,24836,20200824,1598227200,https://www.youtube.com/watch?v=VID00000289,"[""Demo category""]","[""demo tag 236""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000290,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: [youtube] VID00000290: Video unavailable
VID00000291,Demo video 291,UCDEMOCHANNEL00000158,Demo channel 158,Demo channel 158,1846,294692,4096,719,25038,20200826,1598400000,https://www.youtube.com/watch?v=VID00000291,"[""Demo category""]","[""demo tag 238""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000292,Demo video 292,UCDEMOCHANNEL00000141,Demo channel 141,Demo channel 141,1883,295926,4113,722,25139,20200827,1598486400,https://www.youtube.com/watch?v=VID00000292,"[""Demo category""]","[""demo tag 239""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000293,Demo video 293,UCDEMOCHANNEL00000110,Demo channel 110,Demo channel 110,1920,297160,4130,725,25240,20200828,1598572800,https://www.youtube.com/watch?v=VID00000293,"[""Demo category""]","[""demo tag 240""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000295,Demo video 295,UCDEMOCHANNEL00000046,Demo channel 046,Demo channel 046,1957,298394,4147,728,25341,20200829,1598659200,https://www.youtube.com/watch?v=VID00000295,"[""Demo category""]","[""demo tag 241""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000296,Demo video 296,UCDEMOCHANNEL00000171,Demo channel 171,Demo channel 171,1994,299628,4164,731,25442,20200830,1598745600,https://www.youtube.com/watch?v=VID00000296,"[""Demo category""]","[""demo tag 242""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000297,Demo video 297,UCDEMOCHANNEL00000069,Demo channel 069,Demo channel 069,2031,300862,4181,734,25543,20200831,1598832000,https://www.youtube.com/watch?v=VID00000297,"[""Demo category""]","[""demo tag 243""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000298,Demo video 298,UCDEMOCHANNEL00000037,Demo channel 037,Demo channel 037,2068,302096,4198,737,25644,20200901,1598918400,https://www.youtube.com/watch?v=VID00000298,"[""Demo category""]","[""demo tag 244""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000299,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: [youtube] VID00000299: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
VID00000300,Demo video 300,UCDEMOCHANNEL00000166,Demo channel 166,Demo channel 166,2142,304564,4232,743,25846,20200903,1599091200,https://www.youtube.com/watch?v=VID00000300,"[""Demo category""]","[""demo tag 246""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000303,Demo video 303,UCDEMOCHANNEL00000102,Demo channel 102,Demo channel 102,2179,305798,4249,746,25947,20200904,1599177600,https://www.youtube.com/watch?v=VID00000303,"[""Demo category""]","[""demo tag 247""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000304,Demo video 304,UCDEMOCHANNEL00000032,Demo channel 032,Demo channel 032,2216,307032,4266,749,26048,20200905,1599264000,https://www.youtube.com/watch?v=VID00000304,"[""Demo category""]","[""demo tag 248""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000305,Demo video 305,UCDEMOCHANNEL00000078,Demo channel 078,Demo channel 078,2253,308266,4283,752,26149,20200906,1599350400,https://www.youtube.com/watch?v=VID00000305,"[""Demo category""]","[""demo tag 249""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000306,Demo video 306,UCDEMOCHANNEL00000155,Demo channel 155,Demo channel 155,40,309500,4300,755,26250,20200907,1599436800,https://www.youtube.com/watch?v=VID00000306,"[""Demo category""]","[""demo tag 250""]",en,1080x1920,1080,1920,30,0.56,en,en,en,1,ok,
VID00000307,Demo video 307,UCDEMOCHANNEL00000123,Demo channel 123,Demo channel 123,2327,310734,4317,758,26351,20200908,1599523200,https://www.youtube.com/watch?v=VID00000307,"[""Demo category""]","[""demo tag 251""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000308,Demo video 308,UCDEMOCHANNEL00000171,Demo channel 171,Demo channel 171,2364,311968,4334,761,26452,20200909,1599609600,https://www.youtube.com/watch?v=VID00000308,"[""Demo category""]","[""demo tag 252""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000309,Demo video 309,UCDEMOCHANNEL00000119,Demo channel 119,Demo channel 119,2401,313202,4351,764,26553,20200910,1599696000,https://www.youtube.com/watch?v=VID00000309,"[""Demo category""]","[""demo tag 253""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000311,Demo video 311,UCDEMOCHANNEL00000120,Demo channel 120,Demo channel 120,2438,314436,4368,767,26654,20200911,1599782400,https://www.youtube.com/watch?v=VID00000311,"[""Demo category""]","[""demo tag 254""]",en,1920x1080,1920,1080,30,1.78,en,en,en,1,ok,
VID00000313,,,,,,,,,,,,,,,,,,,,,,,,0,error,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests
